id_cooperado,idade,renda_mensal,segmento,tempo_cooperativa_meses
1883,47,4256.26,PF,10
1884,67,5593.86,PJ,102
1885,21,5617.43,PF,75
1886,35,6863.11,PF,68
1887,54,7684.19,PF,58
1888,42,4275.6,PF,110
1889,65,2370.68,Agro,95
1890,18,1853.86,PF,113
1891,70,11093.88,PF,52
1892,63,9101.55,Agro,34
1893,32,8262.58,PJ,106
1894,26,9404.68,PF,35
1895,32,4318.9,PJ,103
1896,66,2981.25,PF,103
1897,74,2243.23,PF,33
1898,41,2056.0,PF,72
1899,21,12961.35,PF,32
1900,29,3312.58,PJ,55
1901,54,11428.75,PF,97
1902,54,4232.26,PJ,8
1903,60,2861.23,PJ,46
1904,23,2047.77,PF,14
1905,56,3070.13,PJ,98
1906,73,15284.45,PF,8
1907,63,2064.48,PJ,115
1908,41,26726.14,PF,106
1909,28,2508.69,Agro,71
1910,30,8954.93,PJ,77
1911,51,4375.6,PF,54
1912,42,3803.03,PF,21
1913,24,1777.32,PF,111
1914,69,4542.74,Agro,96
1915,21,1945.69,PF,75
1916,25,1280.16,PJ,14
1917,37,5408.24,Agro,75
1918,46,2956.2,PF,2
1919,71,18910.62,Agro,98
1920,70,10938.21,PF,61
1921,68,19109.59,PF,108
1922,62,2850.63,PF,111
1923,63,5480.27,PJ,17
1924,27,603.93,PF,78
1925,60,3922.79,PF,89
1926,51,5317.71,PJ,48
1927,74,5559.36,PF,91
1928,43,4750.98,PF,8
1929,58,5183.7,PF,56
1930,66,560.82,PJ,17
1931,20,6032.87,PF,69
1932,73,7235.48,PF,12
1933,23,14334.44,PF,38
1934,22,6601.09,Agro,18
1935,22,4426.7,PF,26
1936,71,11895.95,PF,95
1937,64,745.56,Agro,37
1938,40,3255.3,Agro,70
1939,66,2663.38,Agro,41
1940,26,4780.89,PF,79
1941,52,846.45,PF,42
1942,37,14125.1,PJ,113
1943,66,4024.48,PF,90
1944,59,6342.56,PF,115
1945,52,5875.07,PJ,76
1946,67,13493.89,Agro,41
1947,35,1108.14,PF,47
1948,34,5376.84,PF,14
1949,41,12294.93,Agro,1
1950,20,4544.22,PJ,17
1951,49,2296.14,PF,97
1952,52,3031.73,Agro,55
1953,55,3589.06,Agro,93
1954,30,2760.48,Agro,53
1955,73,4349.22,PF,118
1956,64,16425.63,PF,109
1957,42,3047.6,PF,31
1958,26,3327.11,PF,62
1959,21,7099.82,PJ,8
1960,31,4273.31,PF,30
1961,54,1697.06,Agro,77
1962,51,4679.98,PF,80
1963,28,4540.93,PF,66
1964,58,10727.25,PF,45
1965,73,2258.1,PF,18
1966,20,10784.4,Agro,99
1967,45,4544.78,PF,45
1968,46,2025.65,PJ,19
1969,26,1724.99,PF,77
1970,20,23098.22,PF,115
1971,42,4324.57,PF,68
1972,51,10396.28,PF,83
1973,29,1253.26,PF,50
1974,59,40544.52,PJ,25
1975,26,10042.64,PF,38
1976,32,4006.4,PF,115
1977,57,3847.07,PF,95
1978,42,8845.63,PJ,36
1979,22,8448.51,PF,68
1980,28,5687.48,Agro,56
1981,51,4957.73,PF,39
1982,41,7699.06,PF,63
1983,32,1220.04,PF,7
1984,55,3651.82,PF,119
1985,25,1316.21,PF,58
1986,22,7971.87,PF,80
1987,65,2862.21,PJ,59
1988,43,1397.92,PF,48
1989,35,2604.43,PJ,5
1990,23,5538.53,PF,111
1991,54,4170.61,PF,87
1992,65,1922.68,PF,36
1993,30,1256.52,Agro,96
1994,45,5214.23,PF,88
1995,22,3088.33,PF,25
1996,30,3997.94,PF,45
1997,34,4325.37,PF,92
1998,67,6933.03,PF,19
1999,57,9677.48,PF,7
2000,62,5525.93,Agro,108
2001,49,3803.32,PF,58
2002,46,5013.11,PF,105
2003,68,3746.62,PJ,81
2004,20,1320.75,PJ,66
2005,73,11772.92,PF,80
2006,57,10124.88,PF,39
2007,51,24116.88,PF,18
2008,57,30467.0,PF,103
2009,44,1918.28,PF,1
2010,30,3758.14,PF,63
2011,62,36652.31,PF,3
2012,50,4757.89,Agro,21
2013,23,5975.18,PF,30
2014,41,1455.49,PJ,11
2015,36,5542.67,PF,22
2016,33,23053.03,PF,111
2017,57,13756.97,PJ,57
2018,45,3016.98,PF,89
2019,50,3579.39,PF,3
2020,65,1988.79,PF,30
2021,58,2487.59,PF,88
2022,30,1066.17,PF,45
2023,60,4592.34,Agro,36
2024,62,16450.13,PF,87
2025,42,6531.2,PJ,118
2026,70,14661.66,PF,72
2027,59,11598.13,PJ,64
2028,53,3173.38,PF,54
2029,44,2676.85,PJ,68
2030,55,2760.18,PF,50
2031,24,1244.33,PF,103
2032,22,5043.54,Agro,107
2033,60,481.27,PF,31
2034,62,7888.27,PF,29
2035,74,5205.68,PF,59
2036,68,7166.35,PJ,36
2037,48,11448.49,PJ,77
2038,40,5761.98,Agro,105
2039,59,18128.81,PF,73
2040,27,8083.31,PF,119
2041,49,2681.95,PF,85
2042,60,4063.63,PJ,115
2043,70,805.1,PF,67
2044,47,2388.09,PJ,89
2045,56,3623.53,Agro,89
2046,48,7608.48,PF,76
2047,35,2696.5,PF,93
2048,53,1813.45,PF,11
2049,19,1085.69,PF,116
2050,31,3049.91,PJ,11
2051,30,23404.45,PF,113
2052,46,6105.14,PF,26
2053,29,10421.89,PF,53
2054,56,2392.17,Agro,14
2055,19,1395.82,PF,64
2056,49,1850.36,PF,80
2057,30,4547.33,Agro,10
2058,63,996.95,PJ,31
2059,44,2196.74,PF,95
2060,66,3074.54,PJ,36
2061,58,1708.31,PF,10
2062,34,898.79,PJ,26
2063,57,6196.4,PF,20
2064,48,5098.48,PF,44
2065,51,9165.7,PJ,62
2066,41,2021.63,PF,73
2067,62,9026.66,Agro,79
2068,52,16704.67,PF,9
2069,65,6061.86,PJ,71
2070,23,3017.1,PF,90
2071,36,5519.62,PF,24
2072,47,2903.78,PF,12
2073,24,2541.66,PJ,60
2074,27,8489.69,Agro,84
2075,58,4397.36,PF,78
2076,49,12888.32,PF,86
2077,51,3449.77,PF,16
2078,45,3740.82,PF,29
2079,32,3123.76,Agro,32
2080,47,2005.91,PF,83
2081,54,9428.95,PF,119
2082,46,28242.11,Agro,35
2083,39,3619.96,PF,43
2084,21,2851.51,PJ,96
2085,37,2707.39,PF,119
2086,49,2853.25,PF,53
2087,53,18394.87,PJ,20
2088,67,2766.16,PF,115
2089,21,3077.23,PF,104
2090,44,1822.05,PF,84
2091,34,6216.23,PF,8
2092,29,4657.42,PJ,99
2093,39,1978.82,PJ,42
2094,34,2406.04,PF,77
2095,27,16753.24,PF,105
2096,71,5045.07,Agro,70
2097,18,5331.29,PF,111
2098,39,5348.24,Agro,16
2099,43,14998.42,PF,69
2100,73,2129.9,PF,53
2101,35,3579.16,Agro,45
2102,67,4293.37,PJ,51
2103,31,1240.24,PF,98
2104,64,2361.58,PF,6
2105,46,11354.16,PF,33
2106,29,9028.76,PF,79
2107,53,10400.96,PF,15
2108,52,3067.84,Agro,14
2109,69,3386.13,PF,39
2110,29,1175.62,PF,63
2111,24,10358.34,PJ,5
2112,46,11817.32,PF,116
2113,28,11697.57,PF,90
2114,50,17734.6,PF,112
2115,23,6889.04,PJ,81
2116,64,17077.3,PF,107
2117,32,4186.5,PF,111
2118,49,1195.59,PF,52
2119,68,9784.74,PF,16
2120,28,1160.83,Agro,99
2121,40,5631.67,PF,38
2122,43,10553.99,Agro,53
2123,51,6370.33,PF,87
2124,63,30412.06,PF,77
2125,51,1019.69,PJ,97
2126,46,4599.54,PF,93
2127,21,4983.88,PF,53
2128,34,1676.93,PF,46
2129,52,1952.79,PJ,98
2130,30,2499.63,Agro,98
2131,58,2039.14,PF,91
2132,56,4507.98,Agro,15
2133,32,3033.97,PF,59
2134,72,6338.05,PF,50
2135,46,8263.01,PF,9
2136,46,7827.69,PF,26
2137,28,3540.06,PJ,3
2138,69,6170.78,PF,100
2139,49,11249.77,PF,47
2140,19,7019.53,PJ,5
2141,64,21745.94,PJ,62
2142,31,10783.18,PF,84
2143,37,19432.96,PJ,84
2144,39,669.23,Agro,5
2145,28,5309.97,PF,10
2146,44,3792.78,PJ,80
2147,20,4447.14,PF,63
2148,34,2581.26,PF,25
2149,61,6747.72,PF,44
2150,73,1156.69,PF,25
2151,45,6786.9,PF,30
2152,46,2650.84,PF,14
2153,38,3293.45,PJ,86
2154,64,6979.98,PF,43
2155,33,5234.48,PF,28
2156,54,11420.17,PJ,94
2157,37,2262.89,PF,19
2158,23,4607.48,Agro,102
2159,36,10006.78,Agro,42
2160,74,6561.4,PF,20
2161,22,6908.28,Agro,99
2162,20,11925.5,Agro,86
2163,18,3551.08,PF,79
2164,55,3000.5,PF,11
2165,32,7790.99,PF,54
2166,51,4360.99,PF,98
2167,52,12061.37,PF,24
2168,66,6606.56,PF,70
2169,42,2984.89,PF,17
2170,41,6442.73,PJ,28
2171,29,2387.11,Agro,50
2172,35,10483.34,PJ,95
2173,32,1607.25,Agro,100
2174,61,13064.48,PJ,55
2175,33,6353.12,PF,73
2176,44,4308.53,PF,10
2177,25,9051.33,PF,21
2178,63,7398.71,PF,58
2179,42,14247.05,PF,34
2180,34,14141.22,PF,95
2181,46,6514.8,PF,93
2182,70,2446.92,Agro,107
2183,25,3186.86,Agro,43
2184,32,4640.99,PF,11
2185,44,11677.01,Agro,33
2186,63,3411.44,PF,58
2187,67,3646.95,PF,46
2188,69,21561.84,PF,61
2189,24,4521.33,Agro,62
2190,20,2957.84,PF,1
2191,46,9148.24,Agro,21
2192,61,4698.94,Agro,62
2193,70,1616.99,Agro,64
2194,41,11301.96,PJ,87
2195,20,2703.68,Agro,73
2196,37,5089.16,PF,56
2197,63,4654.03,Agro,1
2198,32,5908.11,Agro,21
2199,42,851.62,PF,22
2200,47,3759.05,PF,54
2201,31,12086.81,PJ,4
2202,24,13525.83,PJ,65
2203,34,2223.79,PF,51
2204,61,10264.83,PF,74
2205,37,2672.73,PF,63
2206,53,3642.31,PF,15
2207,26,3798.69,PJ,116
2208,55,5361.74,PF,36
2209,65,10949.98,PF,29
2210,74,6073.36,PF,52
2211,39,4443.04,Agro,46
2212,71,10655.69,PJ,69
2213,70,2586.01,PF,29
2214,70,4620.35,PF,111
2215,19,10901.17,Agro,47
2216,41,7505.9,PJ,91
2217,25,3384.48,Agro,25
2218,28,1465.04,PJ,80
2219,30,6302.4,Agro,16
2220,34,1390.0,PJ,100
2221,25,4146.41,PF,89
2222,38,12621.52,Agro,41
2223,35,7922.06,PF,65
2224,47,973.67,PF,69
2225,35,5769.62,Agro,105
2226,63,3807.26,PJ,20
2227,64,1774.06,PF,69
2228,48,6425.42,PF,36
2229,55,3316.32,Agro,93
2230,49,3332.82,PF,112
2231,28,5427.51,PJ,98
2232,62,2978.85,PF,58
2233,42,5305.97,PJ,48
2234,50,3057.46,PJ,82
2235,55,3194.64,Agro,2
2236,58,10876.33,Agro,80
2237,25,11798.61,PJ,29
2238,28,1252.73,PF,97
2239,39,8934.35,Agro,16
2240,68,15046.08,PF,35
2241,41,17084.07,PF,111
2242,58,7452.49,PF,62
2243,34,2109.24,Agro,107
2244,29,8135.44,Agro,106
2245,74,2451.85,PJ,81
2246,63,3735.47,PF,4
2247,49,6677.28,PF,113
2248,32,2581.67,PF,68
2249,33,1964.28,PF,51
2250,71,7133.94,PF,89
2251,39,21889.87,PF,33
2252,45,13287.61,PF,78
2253,37,8653.76,PF,24
2254,50,10757.39,PF,75
2255,27,8185.96,PJ,25
2256,57,7043.92,PF,28
2257,49,10085.91,PJ,7
2258,67,1644.69,PJ,113
2259,50,5765.16,PF,36
2260,19,4606.58,PF,10
2261,50,5235.0,PF,113
2262,50,3397.86,PJ,36
2263,58,7453.14,PF,95
2264,30,2554.62,PF,83
2265,47,3206.44,PF,18
2266,50,2912.88,PF,113
2267,30,9810.0,Agro,6
2268,69,4868.89,PF,92
2269,43,3399.33,PF,7
2270,39,3645.53,PF,102
2271,56,4930.05,PF,12
2272,19,17993.03,PF,41
2273,55,1827.65,PF,114
2274,56,8437.22,Agro,63
2275,43,7168.77,PF,98
2276,63,2425.1,PJ,25
2277,67,15890.85,PF,81
2278,32,7566.03,Agro,53
2279,51,3274.15,Agro,33
2280,59,1110.39,PF,87
2281,72,5903.6,PF,73
2282,61,4741.95,PF,6
2283,66,2154.75,PF,62
2284,57,2132.62,PF,66
2285,28,9845.88,PF,102
2286,20,1028.08,PF,9
2287,23,6319.69,PF,67
2288,26,4230.39,Agro,16
2289,23,7315.3,PF,89
2290,26,3883.75,PJ,88
2291,56,6214.37,PF,111
2292,48,2712.92,PJ,93
2293,49,4725.06,PF,108
2294,58,7268.22,Agro,55
2295,67,5545.25,PF,40
2296,29,6662.47,PF,26
2297,25,2339.43,PF,38
2298,25,3063.95,Agro,35
2299,67,3106.74,PF,87
2300,45,3939.5,Agro,68
2301,37,14572.13,Agro,59
2302,64,3702.11,PF,106
2303,24,1968.75,PF,14
2304,28,7580.36,PJ,117
2305,37,14433.61,PF,47
2306,33,1791.9,PF,103
2307,21,23819.23,PF,71
2308,23,6850.94,PF,72
2309,39,11238.63,PF,42
2310,43,15893.37,PJ,51
2311,20,10701.02,PF,19
2312,58,4498.82,PJ,66
2313,59,13018.91,PF,47
2314,31,6025.04,Agro,65
2315,28,11759.16,PF,42
2316,35,12834.61,Agro,38
2317,71,2053.46,PF,118
2318,29,9278.37,Agro,13
2319,40,4249.2,PF,106
2320,29,5489.28,PJ,44
2321,30,5440.76,PF,24
2322,42,5268.9,PF,96
2323,62,16627.62,PF,30
2324,68,1647.22,PF,70
2325,36,1239.08,PJ,38
2326,72,1046.67,PJ,97
2327,63,11560.11,PF,108
2328,53,2647.18,PF,119
2329,62,5462.98,PF,23
2330,25,4483.8,PF,74
2331,46,2418.49,PF,57
2332,72,9712.62,PF,110
2333,70,4438.31,PJ,79
2334,72,4063.55,PJ,23
2335,49,5921.22,PF,36
2336,68,8748.33,Agro,57
2337,61,2282.03,PJ,1
2338,35,9880.66,Agro,72
2339,23,15675.95,PF,3
2340,35,1570.43,Agro,14
2341,36,6140.36,PF,81
2342,39,3850.9,PJ,34
2343,54,8598.86,Agro,111
2344,49,1856.92,PF,70
2345,73,18090.65,PF,69
2346,58,1357.89,PJ,110
2347,20,4042.32,PJ,51
2348,45,6956.54,PF,105
2349,27,2838.21,Agro,104
2350,68,2503.08,PF,29
2351,52,5871.05,PF,99
2352,46,5230.22,PF,82
2353,71,4938.17,Agro,104
2354,32,9768.82,Agro,48
2355,50,3584.67,PF,94
2356,24,6346.6,PF,79
2357,29,3277.11,PJ,117
2358,66,2491.24,Agro,79
2359,47,3913.52,PF,16
2360,38,3297.72,PJ,57
2361,48,3432.2,PF,97
2362,41,12484.73,PF,10
2363,37,4010.68,Agro,19
2364,54,2891.92,PF,101
2365,21,5026.42,PF,114
2366,45,5342.14,PF,67
2367,61,1901.68,PF,36
2368,37,3871.03,PF,4
2369,41,3748.28,PF,75
2370,67,4282.47,PF,105
2371,66,8781.68,PF,33
2372,68,5482.62,Agro,28
2373,49,13125.99,PF,96
2374,58,4869.14,PF,80
2375,53,20350.68,PF,9
2376,70,3399.49,PF,75
2377,51,2655.4,PF,6
2378,53,7614.75,PJ,49
2379,19,14636.38,PF,91
2380,32,1631.01,PF,76
2381,51,4198.18,PF,22
2382,53,3015.06,PF,104
2383,23,5509.78,PF,48
2384,56,4954.32,Agro,101
2385,59,14419.04,PF,21
2386,68,4506.5,PF,33
2387,68,14762.23,PJ,81
2388,71,3819.67,PF,56
2389,29,10313.26,PJ,29
2390,20,5901.31,PF,53
2391,62,19612.22,PF,40
2392,35,1507.77,PF,74
2393,57,1937.04,PJ,18
2394,38,21275.21,PJ,47
2395,32,2733.64,Agro,116
2396,50,2876.0,PF,13
2397,52,2439.19,PF,27
2398,43,12317.26,Agro,62
2399,25,1803.05,PF,74
2400,53,5003.84,PJ,96
2401,65,3973.9,PF,105
2402,47,11262.26,PF,45
2403,40,3130.83,PF,3
2404,59,6851.47,PF,22
2405,61,1925.67,Agro,27
2406,31,30307.57,PF,55
2407,31,4057.52,PJ,67
2408,19,4949.35,PF,33
2409,72,18468.16,Agro,2
2410,54,3073.78,PF,75
2411,22,18655.68,Agro,46
2412,55,3536.25,PF,74
2413,62,8411.53,PF,103
2414,58,3108.37,Agro,119
2415,71,1660.99,PJ,33
2416,64,6847.75,PF,58
2417,31,8200.27,PF,7
2418,73,1715.21,PJ,15
2419,56,3844.33,Agro,26
2420,42,12843.68,PJ,11
2421,37,7943.39,Agro,38
2422,19,3582.54,PF,27
2423,56,3047.2,PJ,118
2424,23,23355.68,PJ,103
2425,34,1544.5,PF,7
2426,42,4687.44,PF,1
2427,74,1522.7,PF,74
2428,45,14070.73,PJ,21
2429,19,4886.84,Agro,79
2430,52,5667.7,PF,30
2431,54,45031.33,PF,94
2432,22,3057.1,PF,8
2433,18,19907.68,PF,88
2434,57,3595.41,PF,83
2435,29,4077.3,PJ,3
2436,73,40560.1,PF,55
2437,53,4320.51,PJ,15
2438,62,1636.81,Agro,36
2439,40,6158.17,PF,6
2440,64,4280.44,PF,42
2441,48,6592.43,PF,50
2442,28,4416.58,PF,112
2443,27,28924.25,PF,18
2444,20,7672.43,PJ,102
2445,71,2079.8,PF,83
2446,31,5429.69,Agro,113
2447,33,2592.29,PJ,50
2448,27,4031.24,PF,30
2449,46,2372.38,PF,77
2450,27,26521.07,PJ,39
2451,29,2826.78,PF,116
2452,47,8518.98,PF,12
2453,58,3794.15,PF,98
2454,18,1945.49,Agro,59
2455,22,5756.7,PF,76
2456,37,6772.01,Agro,44
2457,25,7684.04,PF,88
2458,60,603.19,PF,4
2459,29,1830.1,PF,36
2460,18,10572.84,Agro,114
2461,74,2347.52,PF,48
2462,71,5781.13,PF,14
2463,37,1796.47,Agro,81
2464,45,8824.44,PF,49
2465,74,10352.84,PJ,67
2466,60,8826.62,PF,102
2467,54,11226.65,PF,87
2468,64,17173.45,Agro,77
2469,54,1921.27,PF,9
2470,29,2615.11,PJ,21
2471,54,10077.24,PF,105
2472,66,12138.97,PF,72
2473,66,2865.58,PF,81
2474,73,2710.51,PF,16
2475,61,2916.76,Agro,16
2476,73,1360.93,PF,28
2477,45,1777.34,PF,51
2478,64,1811.96,PF,56
2479,32,3884.39,PJ,80
2480,23,6103.81,PF,57
2481,61,6951.96,PF,110
2482,37,3271.98,PJ,52
2483,67,3336.94,PF,46
2484,31,5425.85,PF,78
2485,19,1485.03,Agro,110
2486,26,10588.8,PF,108
2487,54,13743.32,PF,38
2488,37,2979.57,PF,84
2489,43,3573.32,PJ,109
2490,46,13288.44,PJ,48
2491,18,4454.0,PF,41
2492,72,7868.29,PF,98
2493,52,4564.92,PF,118
2494,23,17069.46,PF,59
2495,54,7274.02,Agro,93
2496,70,7616.9,Agro,67
2497,22,7731.4,PF,74
2498,50,3152.37,PJ,84
2499,66,3392.79,PF,66
2500,68,9094.24,PF,27
2501,31,5437.8,PJ,32
2502,29,1915.84,Agro,56
2503,59,21993.09,PF,10
2504,37,10747.81,PF,40
2505,70,5064.96,Agro,17
2506,67,3948.93,PJ,58
2507,41,5761.43,Agro,118
2508,60,7435.46,PF,97
2509,51,966.42,PF,6
2510,42,26632.29,Agro,39
2511,67,2612.58,Agro,111
2512,46,4907.28,Agro,18
2513,74,5053.79,Agro,73
2514,56,24281.75,PF,72
2515,48,4580.21,PF,89
2516,73,17514.88,PF,95
2517,64,6804.79,PF,42
2518,60,2276.72,PJ,4
2519,67,5474.01,PJ,20
2520,40,4470.22,PF,28
2521,61,2064.71,PJ,40
2522,55,6543.18,PF,65
2523,37,5002.45,PF,104
2524,40,7670.5,PF,119
2525,62,5736.95,PF,44
2526,69,2919.35,PF,23
2527,33,9087.61,PF,57
2528,67,2982.39,PJ,47
2529,59,411.69,PF,13
2530,72,5447.56,PF,16
2531,25,3154.99,PF,90
2532,67,6672.2,PF,55
2533,38,24321.05,Agro,95
2534,18,24889.26,PF,114
2535,72,4306.59,PF,65
2536,25,2537.13,Agro,81
2537,46,7845.9,PF,16
2538,49,3654.88,PF,119
2539,55,6723.88,PF,37
2540,22,2896.65,Agro,52
2541,64,6006.24,Agro,117
2542,39,2566.81,PJ,10
2543,64,12675.2,PF,38
2544,51,3065.66,PJ,44
2545,18,8340.53,PJ,95
2546,72,1786.81,PF,74
2547,72,9181.44,PF,54
2548,43,2268.54,PJ,113
2549,60,6056.83,PJ,98
2550,27,11142.93,PF,51
2551,47,4188.15,PF,52
2552,67,2157.42,PF,70
2553,35,7313.3,PF,92
2554,34,2507.93,PF,92
2555,43,3556.75,PJ,59
2556,25,6077.63,PF,13
2557,64,14596.56,Agro,41
2558,57,5020.29,PF,12
2559,66,5005.47,Agro,50
2560,29,8866.28,PF,104
2561,44,5116.87,PJ,57
2562,25,8171.63,Agro,50
2563,42,11647.27,PF,119
2564,63,3781.25,PF,57
2565,21,357.81,PF,54
2566,50,2554.62,PF,66
2567,18,12925.35,PF,8
2568,36,4783.79,Agro,106
2569,48,3746.94,PF,63
2570,33,12499.3,PF,9
2571,31,4532.1,PF,60
2572,70,921.47,PJ,114
2573,65,1474.03,PF,63
2574,22,6869.99,Agro,72
2575,58,4658.68,PF,115
2576,43,15736.3,PF,3
2577,45,2733.63,PF,73
2578,19,3836.82,PF,13
2579,67,2422.12,PF,9
2580,23,3240.64,PF,95
2581,26,1081.9,PJ,89
2582,50,3609.96,PF,52
2583,58,4715.0,PF,108
2584,42,4406.94,PF,62
2585,65,27436.86,PJ,119
2586,30,21306.93,PJ,109
2587,26,2695.34,Agro,8
2588,70,958.0,Agro,111
2589,30,4539.81,PF,95
2590,48,6642.26,Agro,45
2591,58,2469.11,PF,53
2592,28,2568.87,Agro,109
2593,21,17431.67,PF,63
2594,51,3999.64,PJ,95
2595,55,8348.19,PJ,81
2596,63,2334.97,PF,111
2597,21,4695.91,PF,57
2598,55,3755.32,PJ,54
2599,36,2863.22,Agro,19
2600,23,12384.99,PF,67
2601,51,1617.92,PF,46
2602,35,6248.18,PF,94
2603,30,3699.31,PF,10
2604,58,6849.01,Agro,113
2605,40,3739.62,PF,93
2606,36,9835.51,PF,104
2607,62,2317.49,PF,18
2608,28,12407.33,Agro,12
2609,18,4802.82,PJ,49
2610,41,1697.99,PF,23
2611,71,8469.04,PF,62
2612,24,4191.95,PF,11
2613,42,1253.54,PF,73
2614,38,6412.31,Agro,118
2615,32,10995.89,PF,56
2616,18,13707.64,Agro,88
2617,29,3631.2,Agro,89
2618,24,5520.67,PF,55
2619,32,5117.54,PF,25
2620,38,16185.03,PF,111
2621,36,2569.87,PF,9
2622,46,3388.94,PF,12
2623,42,2520.53,PF,11
2624,50,1541.76,PF,113
2625,66,5992.29,PF,38
2626,49,17695.02,PF,28
2627,66,4193.17,PF,8
2628,52,2427.17,PF,74
2629,61,5707.22,PF,89
2630,55,7873.79,PF,47
2631,43,4336.88,PJ,36
2632,28,15105.71,PF,50
2633,52,2566.02,Agro,107
2634,25,3906.61,Agro,9
2635,63,6227.87,Agro,105
2636,31,6730.27,PF,60
2637,27,5104.01,Agro,72
2638,19,1767.4,PF,67
2639,63,31901.53,PJ,53
2640,26,4069.29,PF,82
2641,20,5368.02,PF,110
2642,38,8049.85,PF,99
2643,43,2953.65,PF,17
2644,25,5143.77,PF,100
2645,65,2859.06,PJ,53
2646,19,6852.99,PJ,28
2647,23,3940.97,PF,114
2648,45,6093.48,PF,63
2649,70,2127.64,Agro,15
2650,46,2532.26,PF,19
2651,43,1648.94,PF,86
2652,42,2783.81,PF,70
2653,29,627.15,PF,47
2654,22,3844.2,PF,71
2655,51,3205.45,Agro,108
2656,65,5545.43,Agro,48
2657,54,5093.33,Agro,73
2658,32,13435.61,Agro,20
2659,61,39161.45,Agro,37
2660,53,12210.25,PF,75
2661,32,3420.4,PF,2
2662,60,3311.93,PJ,64
2663,65,9847.08,PF,86
2664,40,1278.35,Agro,112
2665,23,3819.36,PF,36
2666,63,4062.19,PJ,5
2667,67,7842.44,PF,64
2668,61,8031.23,PF,7
2669,60,2709.05,PF,70
2670,62,3528.05,PF,22
2671,38,7016.95,PF,74
2672,40,2593.76,PF,46
2673,60,12898.87,PJ,40
2674,72,8001.15,PJ,61
2675,33,5637.57,PF,110
2676,64,6719.39,PF,46
2677,70,3382.9,PF,84
2678,32,2977.88,PF,28
2679,42,3498.96,Agro,87
2680,53,7331.78,PJ,35
2681,28,5772.22,Agro,1
2682,68,3504.59,PF,29
2683,32,8952.3,PJ,9
2684,21,4276.3,PF,9
2685,38,2822.42,PF,22
2686,30,6023.8,Agro,63
2687,39,2185.45,PF,66
2688,36,1274.39,Agro,80
2689,51,4894.74,PF,104
2690,31,2904.65,PF,58
2691,21,4010.52,PJ,70
2692,65,2267.91,PJ,55
2693,70,12927.93,Agro,13
2694,69,2895.19,PF,97
2695,63,3478.65,Agro,19
2696,44,6649.56,Agro,79
2697,46,1633.87,Agro,33
2698,64,1540.03,PJ,74
2699,45,6665.91,PJ,65
2700,52,3442.81,Agro,60
2701,25,2389.42,Agro,12
2702,33,7964.09,PF,43
2703,59,2566.92,PF,93
2704,53,3945.73,PF,17
2705,47,2399.69,PF,68
2706,35,6265.1,PF,29
2707,19,14266.38,PF,55
2708,66,1108.95,PJ,7
2709,30,5378.29,PF,44
2710,21,9752.42,PF,77
2711,43,3508.06,PF,5
2712,42,1988.56,PF,60
2713,47,6882.73,PF,6
2714,28,10952.5,PF,98
2715,24,10020.8,PJ,117
2716,48,6586.17,Agro,7
2717,61,5315.23,Agro,46
2718,27,2394.17,PF,57
2719,56,9820.19,PF,54
2720,30,9395.31,PF,92
2721,48,1977.43,PJ,46
2722,24,6578.64,PF,10
2723,73,8285.47,Agro,4
2724,66,9953.61,PF,67
2725,59,4628.59,PF,25
2726,59,2474.88,Agro,87
2727,73,3288.9,Agro,91
2728,53,2195.58,Agro,78
2729,37,4718.05,PF,61
2730,21,4033.91,PJ,38
2731,71,27337.9,PF,32
2732,24,10054.16,PJ,23
2733,71,10674.77,Agro,111
2734,18,7165.85,PJ,104
2735,61,3663.4,PF,37
2736,73,3942.96,PF,3
2737,62,4242.49,PJ,99
2738,59,5713.5,PF,13
2739,64,6709.88,PJ,34
2740,30,4917.56,PJ,88
2741,72,3895.28,PF,65
2742,39,3055.53,PF,76
2743,71,1613.05,Agro,8
2744,38,13721.28,PF,83
2745,39,28693.44,PF,9
2746,45,12829.08,PF,28
2747,26,1794.98,PF,78
2748,43,9224.45,PJ,91
2749,26,11148.06,Agro,18
2750,32,3559.05,PF,42
2751,27,7267.31,PJ,41
2752,41,3411.67,PF,70
2753,74,16699.65,Agro,33
2754,59,6583.34,Agro,101
2755,25,2359.67,Agro,106
2756,41,8398.82,PF,89
2757,33,11464.66,PF,77
2758,66,5758.92,PJ,54
2759,43,7212.37,PF,87
2760,44,4648.02,PF,36
2761,54,1983.42,PF,97
2762,21,4352.97,PF,85
2763,67,7468.37,PJ,98
2764,41,4436.31,PF,56
2765,36,9326.47,PF,100
2766,53,3591.25,PF,17
2767,56,3784.72,PJ,10
2768,27,9555.73,PF,87
2769,42,5869.25,PF,44
2770,35,3535.54,Agro,2
2771,36,11237.87,Agro,99
2772,53,2832.77,PF,14
2773,27,2747.48,Agro,111
2774,50,511.04,PF,109
2775,72,3155.26,PF,41
2776,67,14002.25,PF,2
2777,22,936.52,PF,19
2778,64,2294.94,PF,80
2779,66,6983.15,Agro,107
2780,52,815.75,Agro,108
2781,61,3266.39,PF,89
2782,51,12242.77,PF,1
2783,50,25195.5,PF,2
2784,72,6199.33,Agro,112
2785,38,2342.15,PJ,27
2786,34,2279.92,PF,2
2787,39,5518.86,Agro,94
2788,65,6153.47,Agro,51
2789,54,21727.7,PJ,10
2790,32,10685.51,PF,19
2791,52,5256.84,PF,106
