id_cooperado,produto,tipo_interacao,data
2259,Cartao Black,PESQUISOU,2025-04-21
2259,Consorcio Carro,CONTRATOU,2025-11-13
2259,Seguro de Vida,CONTRATOU,2025-08-26
2259,Consorcio Carro,CONTRATOU,2025-06-19
2260,Consorcio Carro,CONTRATOU,2025-11-05
2260,Previdencia,CONTRATOU,2025-08-01
2261,Seguro de Vida,PESQUISOU,2025-10-15
2261,Seguro de Vida,PESQUISOU,2025-09-02
2261,Previdencia,CONTRATOU,2026-02-21
2261,Cartao Black,CONTRATOU,2026-02-10
2261,Cartao Black,CONTRATOU,2026-02-02
2262,Maquininha,CONTRATOU,2025-06-29
2262,Seguro Empresarial,PESQUISOU,2026-04-13
2262,Seguro Empresarial,CONTRATOU,2025-12-15
2262,Seguro Empresarial,PESQUISOU,2025-06-07
2263,Cartao Black,CONTRATOU,2026-01-17
2264,Cartao Black,CONTRATOU,2025-06-28
2265,Consorcio Carro,CONTRATOU,2025-06-04
2265,Previdencia,CONTRATOU,2025-07-22
2266,Previdencia,PESQUISOU,2025-09-29
2266,Cartao Black,CONTRATOU,2026-03-13
2266,Emprestimo Pessoal,CONTRATOU,2025-05-17
2266,Seguro de Vida,CONTRATOU,2025-08-21
2267,Consorcio Trator,PESQUISOU,2026-01-11
2268,Consorcio Carro,PESQUISOU,2025-08-02
2268,Cartao Black,CONTRATOU,2026-02-27
2269,Consorcio Carro,CONTRATOU,2025-07-06
2269,Emprestimo Pessoal,CONTRATOU,2025-09-23
2269,Cartao Black,CONTRATOU,2025-11-02
2269,Previdencia,CONTRATOU,2025-09-21
2269,Seguro de Vida,PESQUISOU,2025-11-18
2270,Seguro de Vida,PESQUISOU,2025-06-29
2270,Consorcio Carro,PESQUISOU,2025-11-29
2270,Emprestimo Pessoal,CONTRATOU,2026-04-05
2270,Previdencia,PESQUISOU,2025-08-09
2270,Emprestimo Pessoal,PESQUISOU,2025-09-02
2271,Seguro de Vida,CONTRATOU,2026-03-29
2271,Cartao Black,CONTRATOU,2025-06-18
2272,Emprestimo Pessoal,PESQUISOU,2025-11-24
2273,Consorcio Carro,CONTRATOU,2025-05-13
2273,Emprestimo Pessoal,PESQUISOU,2025-07-15
2273,Consorcio Carro,PESQUISOU,2026-02-16
2273,Cartao Black,CONTRATOU,2025-10-17
2274,CPR,CONTRATOU,2026-01-26
2274,Seguro Safra,PESQUISOU,2025-11-12
2274,Custeio Agricola,PESQUISOU,2025-11-08
2274,CPR,CONTRATOU,2026-02-19
2274,Seguro Safra,PESQUISOU,2026-04-06
2275,Seguro de Vida,CONTRATOU,2025-08-13
2275,Seguro de Vida,PESQUISOU,2025-07-14
2276,Seguro Empresarial,CONTRATOU,2026-03-13
2276,Seguro Empresarial,CONTRATOU,2025-07-20
2276,Giro Caixa,CONTRATOU,2025-05-04
2276,Antecipacao de Recebiveis,CONTRATOU,2025-07-21
2276,Antecipacao de Recebiveis,CONTRATOU,2026-02-06
2277,Cartao Black,CONTRATOU,2025-09-30
2277,Previdencia,PESQUISOU,2025-12-28
2277,Previdencia,PESQUISOU,2025-10-22
2277,Cartao Black,CONTRATOU,2026-02-23
2278,Seguro Safra,CONTRATOU,2025-09-25
2278,CPR,PESQUISOU,2026-03-05
2278,Custeio Agricola,PESQUISOU,2025-09-24
2279,Custeio Agricola,PESQUISOU,2025-09-24
2279,CPR,CONTRATOU,2025-10-20
2279,Consorcio Trator,PESQUISOU,2025-09-03
2280,Consorcio Carro,PESQUISOU,2025-06-21
2280,Previdencia,CONTRATOU,2025-10-26
2280,Cartao Black,CONTRATOU,2025-09-21
2281,Consorcio Carro,CONTRATOU,2026-02-14
2281,Consorcio Carro,CONTRATOU,2025-11-10
2281,Consorcio Carro,PESQUISOU,2026-04-01
2281,Seguro de Vida,CONTRATOU,2026-03-19
2282,Emprestimo Pessoal,CONTRATOU,2026-02-17
2282,Seguro de Vida,CONTRATOU,2026-03-12
2282,Consorcio Carro,CONTRATOU,2026-01-19
2282,Seguro de Vida,CONTRATOU,2025-09-27
2282,Emprestimo Pessoal,PESQUISOU,2025-07-14
2283,Consorcio Carro,PESQUISOU,2025-09-07
2284,Previdencia,PESQUISOU,2025-04-20
2284,Cartao Black,CONTRATOU,2025-12-23
2284,Emprestimo Pessoal,CONTRATOU,2025-08-01
2284,Seguro de Vida,CONTRATOU,2025-08-23
2284,Previdencia,CONTRATOU,2025-08-27
2285,Consorcio Carro,CONTRATOU,2025-08-28
2285,Seguro de Vida,CONTRATOU,2025-11-12
2285,Emprestimo Pessoal,PESQUISOU,2025-09-29
2285,Seguro de Vida,CONTRATOU,2025-09-29
2285,Consorcio Carro,CONTRATOU,2026-04-06
2286,Consorcio Carro,CONTRATOU,2025-12-02
2286,Consorcio Carro,PESQUISOU,2025-09-12
2286,Previdencia,PESQUISOU,2025-11-09
2287,Consorcio Carro,CONTRATOU,2025-04-20
2288,Seguro Safra,PESQUISOU,2025-08-16
2288,Custeio Agricola,PESQUISOU,2026-01-06
2289,Emprestimo Pessoal,PESQUISOU,2025-12-24
2289,Cartao Black,PESQUISOU,2026-03-18
2289,Emprestimo Pessoal,PESQUISOU,2025-10-24
2289,Consorcio Carro,CONTRATOU,2025-12-19
2290,Maquininha,CONTRATOU,2025-05-30
2290,Antecipacao de Recebiveis,PESQUISOU,2025-06-20
2290,Seguro Empresarial,CONTRATOU,2025-08-30
2291,Emprestimo Pessoal,CONTRATOU,2026-02-03
2291,Cartao Black,CONTRATOU,2025-12-23
2291,Seguro de Vida,CONTRATOU,2025-06-28
2291,Seguro de Vida,CONTRATOU,2025-06-28
2292,Seguro Empresarial,CONTRATOU,2026-02-14
2292,Antecipacao de Recebiveis,CONTRATOU,2025-12-25
2292,Antecipacao de Recebiveis,CONTRATOU,2025-08-28
2292,Seguro Empresarial,PESQUISOU,2025-12-17
2292,Maquininha,CONTRATOU,2025-04-29
2293,Emprestimo Pessoal,CONTRATOU,2025-09-25
2293,Consorcio Carro,CONTRATOU,2026-01-15
2294,Consorcio Trator,CONTRATOU,2025-07-04
2294,CPR,CONTRATOU,2025-09-06
2294,Custeio Agricola,PESQUISOU,2025-09-25
2294,Custeio Agricola,CONTRATOU,2025-11-24
2294,Seguro Safra,CONTRATOU,2025-07-29
2295,Consorcio Carro,CONTRATOU,2025-06-26
2295,Emprestimo Pessoal,PESQUISOU,2026-03-07
2296,Cartao Black,CONTRATOU,2025-10-03
2296,Consorcio Carro,PESQUISOU,2025-07-01
2296,Cartao Black,CONTRATOU,2025-10-02
2296,Emprestimo Pessoal,CONTRATOU,2025-08-08
2297,Consorcio Carro,CONTRATOU,2025-10-20
2297,Seguro de Vida,CONTRATOU,2025-10-31
2297,Previdencia,CONTRATOU,2025-09-01
2297,Previdencia,CONTRATOU,2026-02-19
2298,CPR,CONTRATOU,2026-03-29
2298,Consorcio Trator,CONTRATOU,2025-09-04
2299,Previdencia,PESQUISOU,2025-09-14
2299,Consorcio Carro,PESQUISOU,2025-07-16
2300,Consorcio Trator,CONTRATOU,2025-06-13
2300,Consorcio Trator,PESQUISOU,2025-10-21
2301,Seguro Safra,PESQUISOU,2025-08-28
2301,Seguro Safra,CONTRATOU,2025-11-20
2301,CPR,CONTRATOU,2025-10-11
2301,Consorcio Trator,PESQUISOU,2025-11-21
2302,Consorcio Carro,CONTRATOU,2025-11-23
2302,Consorcio Carro,PESQUISOU,2026-03-20
2302,Seguro de Vida,PESQUISOU,2025-12-14
2303,Emprestimo Pessoal,CONTRATOU,2025-09-08
2304,Giro Caixa,CONTRATOU,2025-12-28
2304,Maquininha,PESQUISOU,2025-05-03
2304,Seguro Empresarial,PESQUISOU,2025-08-01
2304,Giro Caixa,CONTRATOU,2025-07-09
2305,Cartao Black,PESQUISOU,2026-04-11
2305,Consorcio Carro,PESQUISOU,2025-07-25
2305,Previdencia,CONTRATOU,2026-02-16
2305,Cartao Black,CONTRATOU,2025-07-29
2305,Cartao Black,PESQUISOU,2025-09-29
2306,Previdencia,CONTRATOU,2025-07-09
2306,Seguro de Vida,PESQUISOU,2026-01-08
2306,Seguro de Vida,PESQUISOU,2025-07-31
2307,Emprestimo Pessoal,CONTRATOU,2025-06-28
2307,Seguro de Vida,PESQUISOU,2025-05-27
2307,Seguro de Vida,CONTRATOU,2025-10-06
2307,Seguro de Vida,CONTRATOU,2026-03-04
2307,Emprestimo Pessoal,PESQUISOU,2025-10-03
2308,Emprestimo Pessoal,PESQUISOU,2026-03-26
2308,Seguro de Vida,CONTRATOU,2025-12-12
2309,Seguro de Vida,CONTRATOU,2025-09-17
2309,Seguro de Vida,CONTRATOU,2025-05-31
2309,Previdencia,CONTRATOU,2025-07-07
2310,Giro Caixa,PESQUISOU,2025-05-10
2310,Seguro Empresarial,CONTRATOU,2025-07-20
2310,Seguro Empresarial,PESQUISOU,2025-07-07
2310,Antecipacao de Recebiveis,CONTRATOU,2025-05-05
2311,Cartao Black,CONTRATOU,2025-05-08
2312,Maquininha,PESQUISOU,2026-04-09
2312,Antecipacao de Recebiveis,CONTRATOU,2026-02-18
2312,Maquininha,CONTRATOU,2025-06-09
2312,Seguro Empresarial,CONTRATOU,2026-03-24
2313,Cartao Black,CONTRATOU,2025-07-23
2314,Custeio Agricola,CONTRATOU,2025-06-21
2314,Seguro Safra,CONTRATOU,2025-09-25
2315,Consorcio Carro,CONTRATOU,2025-07-03
2315,Previdencia,PESQUISOU,2025-11-08
2315,Emprestimo Pessoal,CONTRATOU,2025-05-29
2315,Previdencia,CONTRATOU,2026-03-07
2316,Consorcio Trator,PESQUISOU,2026-02-01
2316,Seguro Safra,CONTRATOU,2025-04-17
2316,Custeio Agricola,CONTRATOU,2025-07-16
2317,Seguro de Vida,CONTRATOU,2025-11-10
2317,Cartao Black,CONTRATOU,2025-11-06
2317,Cartao Black,CONTRATOU,2025-10-25
2317,Emprestimo Pessoal,CONTRATOU,2025-06-05
2317,Previdencia,CONTRATOU,2025-11-21
2318,Seguro Safra,CONTRATOU,2025-12-19
2318,Seguro Safra,CONTRATOU,2025-09-24
2318,CPR,CONTRATOU,2025-05-12
2319,Cartao Black,CONTRATOU,2025-08-27
2319,Seguro de Vida,PESQUISOU,2025-09-21
2319,Cartao Black,CONTRATOU,2025-08-26
2319,Previdencia,PESQUISOU,2025-05-01
2320,Seguro Empresarial,PESQUISOU,2025-08-06
2320,Antecipacao de Recebiveis,PESQUISOU,2026-01-11
2320,Seguro Empresarial,CONTRATOU,2025-10-30
2320,Giro Caixa,PESQUISOU,2025-11-28
2321,Cartao Black,PESQUISOU,2025-08-02
2321,Emprestimo Pessoal,PESQUISOU,2025-07-23
2321,Previdencia,PESQUISOU,2025-08-23
2321,Seguro de Vida,CONTRATOU,2025-06-15
2322,Seguro de Vida,PESQUISOU,2025-05-01
2322,Seguro de Vida,CONTRATOU,2025-06-23
2322,Previdencia,CONTRATOU,2025-05-22
2322,Consorcio Carro,PESQUISOU,2026-03-14
2322,Seguro de Vida,CONTRATOU,2025-09-01
2323,Consorcio Carro,CONTRATOU,2026-02-22
2323,Consorcio Carro,CONTRATOU,2025-10-10
2323,Consorcio Carro,PESQUISOU,2025-12-28
2324,Seguro de Vida,CONTRATOU,2026-03-12
2324,Seguro de Vida,CONTRATOU,2025-10-15
2324,Seguro de Vida,CONTRATOU,2025-05-02
2324,Seguro de Vida,CONTRATOU,2025-04-21
2324,Previdencia,PESQUISOU,2025-06-28
2325,Giro Caixa,PESQUISOU,2025-09-16
2325,Seguro Empresarial,CONTRATOU,2025-08-27
2325,Maquininha,CONTRATOU,2025-06-08
2326,Giro Caixa,CONTRATOU,2025-07-15
2326,Antecipacao de Recebiveis,PESQUISOU,2025-10-26
2326,Giro Caixa,CONTRATOU,2025-10-28
2326,Maquininha,CONTRATOU,2025-12-11
2326,Seguro Empresarial,CONTRATOU,2025-11-29
2327,Previdencia,CONTRATOU,2026-02-06
2327,Consorcio Carro,CONTRATOU,2025-08-12
2327,Consorcio Carro,PESQUISOU,2025-10-02
2328,Previdencia,PESQUISOU,2025-09-08
2328,Consorcio Carro,CONTRATOU,2026-01-10
2328,Seguro de Vida,CONTRATOU,2026-01-02
2328,Consorcio Carro,CONTRATOU,2026-04-13
2329,Consorcio Carro,PESQUISOU,2026-04-12
2329,Seguro de Vida,PESQUISOU,2026-02-10
2329,Cartao Black,PESQUISOU,2025-07-11
2330,Seguro de Vida,PESQUISOU,2025-10-23
2330,Cartao Black,CONTRATOU,2025-12-18
2331,Consorcio Carro,CONTRATOU,2025-09-13
2331,Seguro de Vida,CONTRATOU,2025-11-17
2331,Cartao Black,CONTRATOU,2026-03-17
2331,Seguro de Vida,CONTRATOU,2025-10-24
2331,Cartao Black,PESQUISOU,2025-12-05
2332,Seguro de Vida,CONTRATOU,2025-06-25
2332,Previdencia,PESQUISOU,2025-08-23
2332,Cartao Black,PESQUISOU,2025-10-27
2332,Previdencia,PESQUISOU,2026-01-09
2333,Antecipacao de Recebiveis,CONTRATOU,2025-05-26
2333,Antecipacao de Recebiveis,PESQUISOU,2025-11-20
2333,Seguro Empresarial,CONTRATOU,2026-02-21
2333,Antecipacao de Recebiveis,PESQUISOU,2025-10-28
2333,Maquininha,PESQUISOU,2025-04-23
2334,Seguro Empresarial,CONTRATOU,2025-12-02
2334,Giro Caixa,CONTRATOU,2025-07-21
2334,Seguro Empresarial,CONTRATOU,2025-09-08
2335,Consorcio Carro,CONTRATOU,2025-08-07
2335,Seguro de Vida,PESQUISOU,2025-11-10
2336,Custeio Agricola,PESQUISOU,2025-11-21
2336,CPR,CONTRATOU,2025-12-15
2336,Custeio Agricola,CONTRATOU,2025-07-29
2336,Seguro Safra,PESQUISOU,2025-06-14
2336,Seguro Safra,PESQUISOU,2025-06-18
2337,Seguro Empresarial,CONTRATOU,2025-06-26
2337,Giro Caixa,CONTRATOU,2026-03-14
2337,Giro Caixa,CONTRATOU,2025-08-08
2337,Antecipacao de Recebiveis,CONTRATOU,2025-11-03
2338,Custeio Agricola,CONTRATOU,2025-11-20
2339,Cartao Black,CONTRATOU,2025-05-04
2339,Cartao Black,CONTRATOU,2026-01-30
2339,Emprestimo Pessoal,PESQUISOU,2025-04-19
2339,Cartao Black,PESQUISOU,2026-04-11
2339,Emprestimo Pessoal,CONTRATOU,2026-01-20
2340,Seguro Safra,CONTRATOU,2025-06-24
2340,Custeio Agricola,CONTRATOU,2025-10-19
2340,Consorcio Trator,CONTRATOU,2025-05-22
2340,Seguro Safra,CONTRATOU,2025-08-16
2341,Cartao Black,CONTRATOU,2025-11-11
2341,Cartao Black,CONTRATOU,2025-09-07
2341,Emprestimo Pessoal,PESQUISOU,2025-12-15
2342,Giro Caixa,CONTRATOU,2025-08-12
2342,Giro Caixa,CONTRATOU,2025-07-09
2342,Giro Caixa,CONTRATOU,2025-09-25
2343,Seguro Safra,CONTRATOU,2026-02-16
2343,CPR,CONTRATOU,2025-10-27
2343,Custeio Agricola,CONTRATOU,2025-06-28
2343,Custeio Agricola,CONTRATOU,2026-01-09
2344,Consorcio Carro,CONTRATOU,2025-06-28
2344,Seguro de Vida,PESQUISOU,2026-02-04
2344,Seguro de Vida,CONTRATOU,2025-05-23
2344,Consorcio Carro,CONTRATOU,2025-05-14
2345,Emprestimo Pessoal,PESQUISOU,2025-09-13
2345,Cartao Black,CONTRATOU,2026-02-06
2345,Cartao Black,CONTRATOU,2025-05-13
2345,Seguro de Vida,PESQUISOU,2025-05-07
2345,Seguro de Vida,CONTRATOU,2025-07-09
2346,Giro Caixa,CONTRATOU,2025-10-18
2347,Giro Caixa,CONTRATOU,2026-03-04
2347,Antecipacao de Recebiveis,CONTRATOU,2026-01-15
2347,Seguro Empresarial,PESQUISOU,2026-02-04
2347,Giro Caixa,CONTRATOU,2025-04-29
2348,Previdencia,CONTRATOU,2025-10-02
2348,Consorcio Carro,CONTRATOU,2025-12-25
2348,Emprestimo Pessoal,CONTRATOU,2025-10-19
2348,Seguro de Vida,PESQUISOU,2025-05-22
2348,Consorcio Carro,CONTRATOU,2025-08-06
2349,Seguro Safra,CONTRATOU,2026-02-20
2349,Seguro Safra,PESQUISOU,2025-09-01
2349,Custeio Agricola,CONTRATOU,2025-06-29
2350,Consorcio Carro,PESQUISOU,2025-12-11
2351,Emprestimo Pessoal,CONTRATOU,2025-06-27
2351,Previdencia,PESQUISOU,2025-10-11
2351,Emprestimo Pessoal,CONTRATOU,2025-04-29
2351,Previdencia,CONTRATOU,2025-10-01
2351,Consorcio Carro,CONTRATOU,2025-06-29
2352,Seguro de Vida,PESQUISOU,2025-07-28
2352,Seguro de Vida,PESQUISOU,2025-05-06
2352,Previdencia,CONTRATOU,2025-07-16
2352,Seguro de Vida,PESQUISOU,2026-01-13
2353,Custeio Agricola,PESQUISOU,2025-04-20
2354,Seguro Safra,PESQUISOU,2025-06-08
2354,CPR,CONTRATOU,2025-05-21
2354,Seguro Safra,CONTRATOU,2025-11-17
2354,CPR,CONTRATOU,2025-04-27
2354,Custeio Agricola,CONTRATOU,2025-12-02
2355,Previdencia,PESQUISOU,2026-03-09
2355,Seguro de Vida,CONTRATOU,2025-09-14
2355,Seguro de Vida,PESQUISOU,2025-10-10
2355,Previdencia,CONTRATOU,2025-06-21
2355,Emprestimo Pessoal,PESQUISOU,2025-06-03
2356,Emprestimo Pessoal,CONTRATOU,2026-04-13
2356,Consorcio Carro,CONTRATOU,2025-09-15
2356,Seguro de Vida,CONTRATOU,2025-11-02
2357,Maquininha,CONTRATOU,2025-04-22
2357,Antecipacao de Recebiveis,CONTRATOU,2025-07-14
2357,Maquininha,CONTRATOU,2025-12-31
2357,Maquininha,PESQUISOU,2026-02-27
2357,Giro Caixa,PESQUISOU,2026-02-19
2358,Seguro Safra,CONTRATOU,2025-10-29
2358,Custeio Agricola,PESQUISOU,2025-06-21
2359,Cartao Black,CONTRATOU,2025-11-02
2359,Seguro de Vida,PESQUISOU,2025-11-08
2360,Giro Caixa,CONTRATOU,2025-05-30
2360,Giro Caixa,CONTRATOU,2025-12-15
2360,Maquininha,PESQUISOU,2025-09-19
2360,Seguro Empresarial,CONTRATOU,2025-07-29
2361,Emprestimo Pessoal,PESQUISOU,2025-06-15
2362,Consorcio Carro,CONTRATOU,2025-04-21
2362,Emprestimo Pessoal,CONTRATOU,2025-08-19
2362,Emprestimo Pessoal,PESQUISOU,2026-03-01
2363,CPR,CONTRATOU,2025-05-23
2364,Seguro de Vida,CONTRATOU,2025-11-14
2364,Emprestimo Pessoal,CONTRATOU,2026-03-06
2365,Previdencia,PESQUISOU,2025-07-11
2365,Emprestimo Pessoal,PESQUISOU,2026-01-23
2365,Seguro de Vida,CONTRATOU,2026-02-22
2365,Seguro de Vida,CONTRATOU,2026-02-15
2366,Cartao Black,PESQUISOU,2025-04-23
2366,Consorcio Carro,CONTRATOU,2025-12-29
2366,Consorcio Carro,CONTRATOU,2025-05-10
2366,Cartao Black,CONTRATOU,2026-01-10
2367,Seguro de Vida,CONTRATOU,2025-05-17
2367,Previdencia,CONTRATOU,2026-01-26
2367,Consorcio Carro,CONTRATOU,2025-09-09
2367,Seguro de Vida,CONTRATOU,2025-11-19
2367,Previdencia,CONTRATOU,2025-09-30
2368,Consorcio Carro,CONTRATOU,2025-11-16
2368,Consorcio Carro,CONTRATOU,2025-09-10
2368,Seguro de Vida,CONTRATOU,2025-05-01
2368,Consorcio Carro,CONTRATOU,2025-08-07
2368,Consorcio Carro,PESQUISOU,2025-05-08
2369,Cartao Black,PESQUISOU,2025-08-29
2369,Cartao Black,PESQUISOU,2026-01-22
2369,Previdencia,CONTRATOU,2026-01-05
2369,Consorcio Carro,CONTRATOU,2025-09-07
2370,Consorcio Carro,CONTRATOU,2026-04-02
2370,Emprestimo Pessoal,CONTRATOU,2025-05-14
2370,Previdencia,CONTRATOU,2025-10-25
2371,Previdencia,CONTRATOU,2025-12-30
2372,Seguro Safra,PESQUISOU,2026-02-24
2372,Custeio Agricola,CONTRATOU,2025-08-31
2372,CPR,CONTRATOU,2025-09-14
2372,Consorcio Trator,CONTRATOU,2025-05-04
2372,Custeio Agricola,CONTRATOU,2025-05-10
2373,Seguro de Vida,CONTRATOU,2025-07-24
2373,Previdencia,PESQUISOU,2025-09-06
2373,Seguro de Vida,CONTRATOU,2025-10-21
2373,Emprestimo Pessoal,PESQUISOU,2025-05-28
2374,Cartao Black,CONTRATOU,2025-12-08
2374,Emprestimo Pessoal,CONTRATOU,2026-01-20
2374,Previdencia,CONTRATOU,2025-07-21
2374,Emprestimo Pessoal,CONTRATOU,2025-08-20
2374,Cartao Black,PESQUISOU,2026-01-21
2375,Consorcio Carro,CONTRATOU,2026-03-25
2375,Emprestimo Pessoal,CONTRATOU,2025-06-28
2375,Consorcio Carro,PESQUISOU,2025-11-23
2376,Emprestimo Pessoal,CONTRATOU,2026-04-07
2376,Seguro de Vida,CONTRATOU,2026-01-04
2376,Emprestimo Pessoal,PESQUISOU,2025-04-30
2376,Emprestimo Pessoal,CONTRATOU,2025-08-04
2377,Previdencia,PESQUISOU,2025-05-20
2377,Consorcio Carro,CONTRATOU,2025-07-07
2378,Antecipacao de Recebiveis,PESQUISOU,2025-10-10
2378,Antecipacao de Recebiveis,CONTRATOU,2026-04-04
2378,Seguro Empresarial,CONTRATOU,2025-05-13
2378,Giro Caixa,CONTRATOU,2025-09-18
2379,Previdencia,CONTRATOU,2025-09-17
2379,Seguro de Vida,CONTRATOU,2026-01-11
2379,Seguro de Vida,CONTRATOU,2025-11-12
2380,Seguro de Vida,CONTRATOU,2025-08-25
2380,Consorcio Carro,CONTRATOU,2025-06-30
2381,Seguro de Vida,CONTRATOU,2025-06-05
2381,Consorcio Carro,CONTRATOU,2026-03-18
2381,Seguro de Vida,CONTRATOU,2026-01-31
2382,Cartao Black,PESQUISOU,2025-07-19
2383,Cartao Black,CONTRATOU,2025-09-16
2383,Cartao Black,CONTRATOU,2025-04-20
2384,Seguro Safra,CONTRATOU,2025-10-24
2384,Consorcio Trator,CONTRATOU,2026-02-03
2384,Custeio Agricola,CONTRATOU,2025-07-17
2384,Consorcio Trator,PESQUISOU,2026-03-23
2385,Consorcio Carro,CONTRATOU,2025-06-02
2385,Cartao Black,PESQUISOU,2025-07-28
2386,Consorcio Carro,CONTRATOU,2026-04-04
2386,Previdencia,CONTRATOU,2025-07-09
2386,Consorcio Carro,CONTRATOU,2025-05-26
2386,Seguro de Vida,CONTRATOU,2025-08-07
2386,Emprestimo Pessoal,CONTRATOU,2026-03-10
2387,Maquininha,CONTRATOU,2025-08-12
2387,Giro Caixa,CONTRATOU,2026-03-02
2387,Seguro Empresarial,CONTRATOU,2025-05-31
2387,Maquininha,CONTRATOU,2026-03-05
2387,Seguro Empresarial,CONTRATOU,2025-09-25
2388,Cartao Black,CONTRATOU,2026-03-18
2388,Previdencia,CONTRATOU,2025-12-07
2388,Seguro de Vida,PESQUISOU,2026-04-14
2389,Seguro Empresarial,PESQUISOU,2025-07-05
2389,Giro Caixa,PESQUISOU,2025-05-18
2390,Consorcio Carro,PESQUISOU,2025-04-17
2390,Seguro de Vida,CONTRATOU,2026-01-10
2390,Emprestimo Pessoal,CONTRATOU,2025-07-14
2391,Consorcio Carro,CONTRATOU,2026-03-27
2391,Previdencia,PESQUISOU,2025-05-30
2391,Emprestimo Pessoal,PESQUISOU,2025-09-29
2391,Emprestimo Pessoal,CONTRATOU,2026-03-05
2392,Seguro de Vida,CONTRATOU,2026-03-23
2392,Seguro de Vida,CONTRATOU,2025-12-10
2393,Antecipacao de Recebiveis,PESQUISOU,2025-06-03
2393,Antecipacao de Recebiveis,PESQUISOU,2025-12-22
2394,Antecipacao de Recebiveis,CONTRATOU,2026-04-06
2394,Maquininha,PESQUISOU,2025-09-04
2394,Antecipacao de Recebiveis,CONTRATOU,2025-10-28
2394,Maquininha,PESQUISOU,2025-06-19
2394,Seguro Empresarial,PESQUISOU,2026-04-05
2395,Seguro Safra,CONTRATOU,2026-04-14
2396,Cartao Black,PESQUISOU,2025-08-28
2396,Emprestimo Pessoal,PESQUISOU,2025-08-26
2397,Cartao Black,CONTRATOU,2025-12-13
2397,Emprestimo Pessoal,CONTRATOU,2026-02-10
2398,Consorcio Trator,CONTRATOU,2025-12-29
2398,Custeio Agricola,CONTRATOU,2026-02-17
2398,Seguro Safra,PESQUISOU,2026-01-19
2398,CPR,CONTRATOU,2025-10-15
2399,Seguro de Vida,CONTRATOU,2025-12-10
2399,Consorcio Carro,CONTRATOU,2025-04-26
2399,Emprestimo Pessoal,CONTRATOU,2025-11-21
2399,Emprestimo Pessoal,CONTRATOU,2026-01-07
2400,Antecipacao de Recebiveis,CONTRATOU,2025-05-13
2400,Antecipacao de Recebiveis,PESQUISOU,2026-02-09
2400,Giro Caixa,CONTRATOU,2025-05-04
2400,Antecipacao de Recebiveis,CONTRATOU,2025-06-19
2400,Giro Caixa,PESQUISOU,2025-11-24
2401,Consorcio Carro,CONTRATOU,2026-02-17
2401,Previdencia,CONTRATOU,2026-03-02
2401,Consorcio Carro,CONTRATOU,2025-04-27
2401,Consorcio Carro,CONTRATOU,2025-05-09
2402,Consorcio Carro,CONTRATOU,2025-10-14
2403,Consorcio Carro,CONTRATOU,2025-08-25
2403,Seguro de Vida,CONTRATOU,2025-10-25
2404,Cartao Black,PESQUISOU,2026-01-28
2404,Cartao Black,CONTRATOU,2025-08-27
2404,Cartao Black,PESQUISOU,2025-12-08
2404,Emprestimo Pessoal,CONTRATOU,2025-10-13
2404,Previdencia,CONTRATOU,2025-06-26
2405,Custeio Agricola,CONTRATOU,2026-03-28
2405,Custeio Agricola,PESQUISOU,2025-07-20
2405,CPR,CONTRATOU,2026-02-15
2405,Seguro Safra,CONTRATOU,2025-07-29
2405,Seguro Safra,CONTRATOU,2025-10-30
2406,Consorcio Carro,CONTRATOU,2025-09-01
2407,Antecipacao de Recebiveis,CONTRATOU,2025-06-11
2408,Consorcio Carro,PESQUISOU,2025-06-16
2408,Seguro de Vida,CONTRATOU,2025-05-28
2408,Emprestimo Pessoal,PESQUISOU,2025-12-03
2408,Emprestimo Pessoal,CONTRATOU,2025-08-08
2408,Cartao Black,CONTRATOU,2026-02-24
2409,CPR,PESQUISOU,2025-09-04
2409,Custeio Agricola,CONTRATOU,2025-05-31
2409,Consorcio Trator,CONTRATOU,2025-10-06
2409,Consorcio Trator,CONTRATOU,2025-08-14
2410,Cartao Black,PESQUISOU,2026-03-10
2410,Emprestimo Pessoal,CONTRATOU,2026-02-18
2410,Consorcio Carro,CONTRATOU,2025-07-28
2410,Previdencia,PESQUISOU,2026-03-31
2411,Consorcio Trator,CONTRATOU,2026-01-02
2411,Seguro Safra,PESQUISOU,2026-02-17
2411,CPR,CONTRATOU,2026-02-26
2411,CPR,PESQUISOU,2026-03-11
2412,Seguro de Vida,CONTRATOU,2025-07-23
2413,Emprestimo Pessoal,CONTRATOU,2025-09-08
2414,Custeio Agricola,CONTRATOU,2025-05-31
2414,Custeio Agricola,CONTRATOU,2026-01-20
2415,Maquininha,CONTRATOU,2026-03-07
2416,Cartao Black,PESQUISOU,2025-04-18
2416,Consorcio Carro,CONTRATOU,2025-08-27
2416,Cartao Black,PESQUISOU,2025-06-06
2417,Seguro de Vida,CONTRATOU,2025-07-13
2417,Consorcio Carro,CONTRATOU,2025-06-01
2417,Emprestimo Pessoal,CONTRATOU,2025-11-30
2417,Seguro de Vida,PESQUISOU,2025-05-02
2418,Maquininha,CONTRATOU,2025-04-17
2418,Giro Caixa,PESQUISOU,2026-04-08
2418,Antecipacao de Recebiveis,CONTRATOU,2025-06-12
2419,CPR,CONTRATOU,2025-10-16
2419,Custeio Agricola,CONTRATOU,2025-10-08
2420,Giro Caixa,CONTRATOU,2025-10-27
2420,Giro Caixa,PESQUISOU,2025-07-05
